spec_file	spec_mjd	LT_IOO_g_fitflux	LT_IOO_g_fitfluxerr	LT_IOO_g_inrange	LT_IOO_i_fitflux	LT_IOO_i_fitfluxerr	LT_IOO_i_inrange	LT_IOO_r_fitflux	LT_IOO_r_fitfluxerr	LT_IOO_r_inrange	LT_IOO_u_fitflux	LT_IOO_u_fitfluxerr	LT_IOO_u_inrange	LT_IOO_z_fitflux	LT_IOO_z_fitfluxerr	LT_IOO_z_inrange	atlas_c_fitflux	atlas_c_fitfluxerr	atlas_c_inrange	atlas_o_fitflux	atlas_o_fitfluxerr	atlas_o_inrange
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2017bgu/2017bgu_2017-02-23_20-59-42_BAO-2.16m_Cassegrain_None.txt	57807.87	1.6055503670225738e-15	6.959281743850553e-17	True	4.342608876139455e-16	1.3743145184886361e-17	True	9.711156667216788e-16	4.317312550687204e-17	True	4.270716443892805e-16	1.57834758287478e-17	True	2.921826703524211e-16	9.412114907755391e-18	True	9.371390645051253e-16	4.309718455903152e-17	True	1.5299312239804535e-15	7.863679185259774e-17	False
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2017bgu/2017bgu_2457811.74075339_LT_SPRAT_None.txt	57811.24	1.707752986867561e-15	3.0950534984692264e-17	True	5.302408265448856e-16	6.7814178438258035e-18	True	1.1165458270453492e-15	1.4061965858498145e-17	True	4.745922824825757e-16	8.79855686177711e-18	True	3.4890421774578203e-16	4.508375035225092e-18	True	1.2628386635709196e-15	9.367663806348873e-17	True	1.4689828565369972e-15	5.653047682200408e-17	False
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2017bgu/2017bgu_2457812.77072552_LT_SPRAT_None.txt	57812.27	1.734045337498275e-15	2.5915061633273494e-17	True	5.598640109166357e-16	5.870139797234221e-18	True	1.1647006374891942e-15	1.2154659260998947e-17	True	4.695552395061107e-16	7.254164290058041e-18	True	3.671976809950931e-16	3.8200867992060665e-18	True	1.3543030820688404e-15	9.738219687488818e-17	True	1.4491989239594066e-15	5.028061519229151e-17	False
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2017bgu/2017bgu_2457813.75020104_LT_SPRAT_None.txt	57813.25	1.754448272221683e-15	2.507108120678724e-17	True	5.875740014538641e-16	6.436722624414086e-18	True	1.2109308829706462e-15	1.2973769454052112e-17	True	4.591110272374703e-16	6.8993663003736456e-18	True	3.851111681074168e-16	4.03980177122058e-18	True	1.4345852374137132e-15	9.465272930655468e-17	True	1.429858293633067e-15	4.461560907284346e-17	False
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2017bgu/2017bgu_2457814.77581831_LT_SPRAT_None.txt	57814.28	1.7688988434874216e-15	2.6656956068829287e-17	True	6.153195203047054e-16	7.803001304182593e-18	True	1.257602450386485e-15	1.481713324300744e-17	True	4.461890358305739e-16	8.916073520397568e-18	True	4.040219148481885e-16	4.692574415347918e-18	True	1.5097864727330103e-15	8.514792257935366e-17	True	1.408978493609903e-15	3.9010730582038206e-17	False
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2017bgu/2017bgu_2457820.74196743_LT_SPRAT_None.txt	57820.24	1.6550875597085122e-15	3.156136950001222e-17	True	7.122714243903804e-16	9.418994339764779e-18	True	1.395292231208722e-15	1.6858888186557024e-17	True	3.348443668518005e-16	2.319122532258531e-17	True	4.802450544563577e-16	5.9525230060853e-18	True	1.646641495622827e-15	8.680572887843588e-17	True	1.2765216054518055e-15	1.8719412256893e-17	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2017bgu/2017bgu_2457824.77173802_LT_SPRAT_None.txt	57824.27	1.4253504518520258e-15	2.871818868030339e-17	True	7.072578001628978e-16	9.375744339332266e-18	True	1.3339555146090174e-15	1.5215111641367774e-17	True	2.499419944827028e-16	2.1965256836339098e-17	True	4.827517511837484e-16	5.885611942502004e-18	True	1.4626635286657397e-15	1.5447708788471115e-16	True	1.1737247407812415e-15	1.748367739312837e-17	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2017bgu/2017bgu_2457828.70093103_LT_SPRAT_None.txt	57828.2	1.1550645478885746e-15	3.1716662327298e-17	True	6.465646272863904e-16	1.0678482959819365e-17	True	1.1755851814485166e-15	1.9900254393357648e-17	True	1.8620302305453892e-16	7.261369331478769e-17	False	4.498391207246381e-16	7.337584267075237e-18	True	1.1931980883532107e-15	1.465084114166338e-16	True	1.0624600674636105e-15	1.6643926493081608e-17	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2017bgu/2017bgu_2457839.67029248_LT_SPRAT_None_9.txt	57839.17	6.300421453273497e-16	1.5040382997412376e-17	True	4.3912551740143974e-16	6.8382953063938716e-18	True	7.240348841246674e-16	1.1688428854456944e-17	True	8.146992210166234e-17	1.9228892374445042e-16	False	3.5146541884323804e-16	5.300820957959273e-18	True	6.470481070618209e-16	3.2065857565788845e-17	True	7.277572545427095e-16	2.528256896351499e-17	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2017bgu/2017bgu_2457853.52659773_LT_SPRAT_None.txt	57853.03	5.207536717050996e-16	2.4676323549701918e-17	True	3.1297386238554627e-16	1.0181826565568155e-17	True	5.322374127255739e-16	2.806384364871022e-17	True	2.832954281211379e-17	2.6276802101534927e-16	False	2.9187944996101437e-16	9.545884526610334e-18	True	4.0252207431266476e-16	3.3720651012279276e-16	True	4.0443484721286904e-16	9.603087416666914e-18	True
