spec_file	spec_mjd	kait3_B_fitflux	kait3_B_fitfluxerr	kait3_B_inrange	kait3_I_fitflux	kait3_I_fitfluxerr	kait3_I_inrange	kait3_R_fitflux	kait3_R_fitfluxerr	kait3_R_inrange	kait3_V_fitflux	kait3_V_fitfluxerr	kait3_V_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2007af/SN2007af_2007-03-09_11-16-48_FLWO-1.5m_FAST_CfA-Ia.flm	54168.47	4.400379617062792e-14	8.225754988588957e-16	True	6.401250574114235e-15	1.2636094290578988e-16	True	1.5302061206792234e-14	2.715032352490742e-16	True	2.3488375519611942e-14	4.176008856528146e-16	True	4.465476640518721e-14	1.1383285123562297e-15	True	3.781890605578849e-14	1.1178373359937751e-15	True	1.470376572758737e-15	2.2839584351252795e-16	True	1.3472667415194653e-14	5.677749441198816e-16	True	3.6707743952102546e-15	3.3682215850699803e-16	True	2.217698478164046e-14	4.838671917593237e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2007af/SN2007af_2007-03-10_00-00-00_Magellan-Baade_IMACS_None.ascii	54169.0	4.626282690001525e-14	5.709935836263302e-16	True	6.621123744307677e-15	8.828574376516122e-17	True	1.5920396227711385e-14	1.9163701211951657e-16	True	2.4542153239545817e-14	2.956262538191389e-16	True	4.6897711992570523e-14	1.13121344192337e-15	True	3.977998773996006e-14	1.0580425972066434e-15	True	1.6205260837497261e-15	2.318490423020663e-16	True	1.429510623399141e-14	5.446431843293247e-16	True	3.893534506592966e-15	3.533304824470061e-16	True	2.3363153510175253e-14	4.659248155311305e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2007af/SN2007af_2007-03-11_10-48-00_FLWO-1.5m_FAST_CfA-Ia.flm	54170.45	5.130597146319236e-14	4.4376250692176217e-16	True	6.958385780253521e-15	6.504125560369115e-17	True	1.7084752055083514e-14	1.4574855453355886e-16	True	2.676695164292829e-14	2.2634358812845027e-16	True	5.2074667744989174e-14	9.766196291841215e-16	True	4.3810084458290746e-14	8.522231243518625e-16	True	1.9930702455794197e-15	2.2311742548623393e-16	True	1.597066335967433e-14	4.579071141588027e-16	True	4.437044661641672e-15	3.6740995286694363e-16	True	2.627693770345453e-14	4.005033283616505e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2007af/SN2007af_2007-03-12_10-33-36_FLWO-1.5m_FAST_CfA-Ia.flm	54171.44	5.3858073293032377e-14	4.523808515153343e-16	True	7.018109604598623e-15	6.085762146424723e-17	True	1.7571696814538913e-14	1.4831697279666918e-16	True	2.794806977926326e-14	2.3408211808508725e-16	True	5.464023394938583e-14	8.347182864367034e-16	True	4.5205097944924e-14	8.040289753957549e-16	True	2.1963191218705544e-15	2.1242655272023664e-16	True	1.6505446586554926e-14	4.3202090765243465e-16	True	4.738228062699875e-15	3.5407585653207436e-16	True	2.791817989912338e-14	4.0564353013687543e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2007af/SN2007af_2007-03-13_13-04-48_Lick-3m_KAST_UCB-SNDB.flm	54172.54	5.5965067549560074e-14	6.627565603794273e-16	True	7.004009233848783e-15	1.0414987295166487e-16	True	1.8016869377152812e-14	2.2801563811921647e-16	True	2.921749607084999e-14	3.53889309471433e-16	True	5.6552836116162693e-14	7.039173503252997e-16	True	4.536487280517809e-14	8.539894325147599e-16	True	2.362080877470155e-15	2.027985883726896e-16	True	1.6449350939683836e-14	4.422016458158199e-16	True	4.992841078549456e-15	3.203065122718444e-16	True	2.9382443487163096e-14	4.3906844178131156e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2007af/SN2007af_2007-03-14_00-00-00_LCO-duPont_BC-duPont_None.ascii	54173.0	5.658120619250955e-14	7.18328746166272e-16	True	6.976541854392323e-15	1.2015396227412104e-16	True	1.817387735991351e-14	2.5530120251706327e-16	True	2.9706980160738905e-14	3.9463268816900224e-16	True	5.706864601313614e-14	7.02120966376477e-16	True	4.501279199557541e-14	9.033106398787611e-16	True	2.4117560493726153e-15	2.0023820238463452e-16	True	1.6226167930312844e-14	4.555245212650896e-16	True	5.071188074930391e-15	3.016217961416172e-16	True	2.988010417481215e-14	4.5828266813118e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2007af/SN2007af_2007-03-15_09-21-36_FLWO-1.5m_FAST_CfA-Ia.flm	54174.39	5.725915596917539e-14	5.919375198879081e-16	True	6.813251603504254e-15	1.2745872918423015e-16	True	1.8496415937094245e-14	2.5491246506399667e-16	True	3.0817370406261784e-14	3.932498513295855e-16	True	5.765468734665187e-14	8.501301081955353e-16	True	4.2691102883361023e-14	1.0255166160743319e-15	True	2.492976196333604e-15	1.9604266287326844e-16	True	1.4977441941399275e-14	4.742045510209263e-16	True	5.187692405211901e-15	2.3132952190283253e-16	True	3.0985357325974326e-14	5.144793666461009e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2007af/SN2007af_2007-03-17_15-40-19_Keck2_DEIMOS_BSNIP.flm	54176.65	5.3991410889071267e-14	5.04127707814054e-16	True	6.309685796516994e-15	7.844734491841188e-17	True	1.8366230141107872e-14	1.8470332731303192e-16	True	3.077397040135157e-14	2.9490466452101654e-16	True	5.5722153672170245e-14	8.146239876116332e-16	True	3.609704959678911e-14	8.024848679388449e-16	True	2.4084340493784546e-15	2.0523862919749092e-16	True	1.2067253434770198e-14	3.759169966381985e-16	True	4.870794829970661e-15	1.361882430271953e-16	True	3.166232890720765e-14	4.826542089870192e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2007af/SN_2007af_2007-03-18_15-11-31_Keck1_LRIS_UCB-SNDB_0.flm	54177.63	5.155586968758328e-14	4.686031364628756e-16	True	6.073571087064853e-15	5.739689944664791e-17	True	1.8073134245820215e-14	1.6235743232778442e-16	True	3.034112983936575e-14	2.6777594408651478e-16	True	5.3872920131756394e-14	7.36835994241181e-16	True	3.2658831107002234e-14	6.751106091255353e-16	True	2.297003877030646e-15	2.1530970025580119e-16	True	1.0829632260432538e-14	3.454782466925494e-16	True	4.508984318632443e-15	1.4901598147936006e-16	True	3.1592528348971605e-14	4.513820230447801e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2007af/SN2007af_2007-03-20_11-31-12_FLWO-1.5m_FAST_CfA-Ia.flm	54179.48	4.669716458239819e-14	7.619741007641092e-16	True	5.687431670095171e-15	1.1196024655522513e-16	True	1.7197719737251137e-14	2.5579455282434783e-16	True	2.949788696477938e-14	4.06501940516414e-16	True	4.9098422216000504e-14	6.563690573055878e-16	True	2.6202242562245267e-14	5.801554447157231e-16	True	2.007393631709492e-15	2.068156534230511e-16	True	8.74797758145075e-15	3.035196744484544e-16	True	3.617408867555148e-15	1.5855960732225887e-16	True	3.0943813475082254e-14	4.0952812598361145e-16	True
