spec_file	spec_mjd	kait4_B_fitflux	kait4_B_fitfluxerr	kait4_B_inrange	kait4_I_fitflux	kait4_I_fitfluxerr	kait4_I_inrange	kait4_R_fitflux	kait4_R_fitfluxerr	kait4_R_inrange	kait4_V_fitflux	kait4_V_fitfluxerr	kait4_V_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012cg/SN2012cg_2012-05-18_00-00-00_Lick-3m_KAST_None.ascii	56065.0	3.882911142142992e-15	8.402658992524674e-16	True	8.945352813853443e-16	5.172762041326535e-16	True	1.6352887638143186e-15	1.0602743016250061e-15	True	2.7505919205095845e-15	4.659188664399899e-16	True	7.630147552239423e-15	2.8389955058068176e-15	True	5.0673743811708464e-15	4.1042314196544866e-15	True	2.1095631825818378e-16	1.546594595505465e-16	True	2.2359390330841124e-15	1.189187171845369e-15	True	5.869078325830534e-16	3.5124786326516483e-16	True	2.9527561776945704e-15	1.1856008504291762e-15	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012cg/SN_2012cg_2012-05-19_05-32-38_Lick-3m_KAST_UCB-SNDB_0.flm	56066.23	8.380633665320095e-15	8.42127811495844e-16	True	1.8687888988970328e-15	2.174953529819993e-16	True	3.8704840597968105e-15	4.1739511726192003e-16	True	6.12290912406161e-15	4.772277997939321e-16	True	1.142811101440446e-14	8.94452713569445e-16	True	5.974115559298842e-15	1.1499563637860489e-15	True	2.2165661674196093e-16	6.897113164183549e-17	True	1.902225920777852e-15	4.2085796153243096e-16	True	7.470178686248166e-16	1.2429819623155096e-16	True	6.522115772813086e-15	3.696053477922871e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012cg/2012cg_2012-05-20_00-00-00_HET_HET-LRS_TS3.dat	56067.0	1.2046591641901658e-14	3.6069004285872976e-16	True	2.629054857083923e-15	1.1259676444830641e-16	True	5.555559103060913e-15	1.7754718693741853e-16	True	8.801255569240307e-15	2.147282143268314e-16	True	1.478577265757574e-14	7.616626420121962e-16	True	7.35960861608031e-15	1.03250621392927e-15	True	2.4063198316510255e-16	6.786654413294753e-17	True	1.951498535557321e-15	5.117352843544117e-16	True	9.58817291030203e-16	1.278402357014208e-16	True	9.242734569879836e-15	4.542443408881215e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012cg/SN2012cg_2012-05-20_00-00-00_Lick-3m_KAST_None.ascii	56067.01	1.2102252874660628e-14	3.5508035583997084e-16	True	2.6403195383971746e-15	1.1169599985170749e-16	True	5.580034222494581e-15	1.7549917458792699e-16	True	8.840730350426574e-15	2.1176302466127884e-16	True	1.4840195776764035e-14	7.525416809954423e-16	True	7.388893068495607e-15	1.0134616147757347e-15	True	2.410546161034159e-16	6.796839887241916e-17	True	1.9563042601031466e-15	5.081628761566124e-16	True	9.630130711886892e-16	1.276849357230953e-16	True	9.282736200167627e-15	4.534878322635457e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012cg/SN2012cg_2012-05-21_00-00-00_Lick-3m_KAST_None.ascii	56068.0	1.9000487110499845e-14	3.8462049554150774e-16	True	3.986195722885712e-15	1.0251507714787116e-16	True	8.45241117890871e-15	1.6859628073975606e-16	True	1.3514316163042709e-14	2.415613285441313e-16	True	2.21660843676044e-14	1.690853273596284e-15	True	1.2456650811874124e-14	2.5571266991592794e-15	True	3.177382706185692e-16	9.84157269477868e-17	True	3.3112081440666245e-15	4.408206223982775e-16	True	1.6343093035207009e-15	2.9089664280656374e-16	True	1.4042966100491877e-14	8.173376813759487e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012cg/2012cg_2012-05-25_00-00-00_HET_HET-LRS_TS3.dat	56072.0	7.435249732204457e-14	9.44613794782126e-16	True	1.3061259801539027e-14	1.8126369644553494e-16	True	2.846261125525837e-14	3.4105299591646137e-16	True	4.5005242009687174e-14	4.414531159536585e-16	True	8.209285190807202e-14	2.0526617428876744e-15	True	7.826566465600416e-14	2.5376022612556146e-15	True	1.7323701873166312e-15	1.3957762106062798e-16	True	2.6969707271387497e-14	1.0225777917206058e-15	True	8.598616674207038e-15	7.237187723854367e-16	True	4.45777069981702e-14	8.49467285855166e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012cg/SN2012cg_2012-05-26_10-57-00_Swift-UVOT_UV-grism_None.dat	56073.46	9.892911669939415e-14	1.0571451850962636e-15	True	1.6507210380398073e-14	1.7462209054096793e-16	True	3.6847890384915727e-14	3.174889052814874e-16	True	5.804781614497114e-14	4.034914043430438e-16	True	1.0930544648250969e-13	4.617856767952329e-15	True	1.149904193924351e-13	1.601397563057942e-15	True	2.646320932811783e-15	2.2740684086920866e-16	True	3.9965305825931996e-14	1.2652506561053415e-15	True	1.20477634396642e-14	6.619428938434438e-16	True	5.74779866593634e-14	1.0619992101920194e-15	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012cg/SN2012cg_2012-05-28_00-00-00_Lick-3m_KAST_None.ascii	56075.0	1.2081400696021244e-13	1.4300310840604845e-15	True	1.9237847217106087e-14	2.0045798605260257e-16	True	4.4830274148983764e-14	4.62004702584084e-16	True	7.138332081545746e-14	4.997981765285461e-16	True	1.34549904147465e-13	7.301093644824342e-15	True	1.4640417907783858e-13	6.661536761516487e-15	True	3.617559676823513e-15	2.8744727654526503e-16	True	5.2115957757519056e-14	1.6399182949520895e-15	True	1.5347667027518106e-14	6.80817663082524e-16	True	7.068214634700966e-14	1.0865210916753474e-15	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012cg/SN_2012cg_2012-05-29_04-19-12_Lick-3m_KAST_UCB-SNDB_0.flm	56076.18	1.3530508780426837e-13	1.6440869301133303e-15	True	2.0906968005436592e-14	2.111370450279205e-16	True	4.974597514553893e-14	4.919647611623042e-16	True	8.052945697501134e-14	4.879816605002049e-16	True	1.507235641500598e-13	8.625118979522929e-15	True	1.6411946592420788e-13	1.0113557567735457e-14	True	4.279145735547659e-15	3.151995590867279e-16	True	5.913313830690681e-14	2.0791144068783618e-15	True	1.742827202266693e-14	8.042328205005264e-16	True	7.934819521050012e-14	1.6103041804255506e-15	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012cg/2012cg_2012-06-01_00-00-00_HET_HET-LRS_TS3.dat	56079.0	1.608812362261301e-13	2.3370715963539354e-15	True	2.2894280647173835e-14	2.518425421340921e-16	True	5.708764769404943e-14	5.700807672290184e-16	True	9.554492975231437e-14	8.606405350533835e-16	True	1.7729660261672177e-13	6.991290547850957e-15	True	1.8612516287230125e-13	8.996725554842816e-15	True	5.421580009574012e-15	2.829670111653756e-16	True	6.655828646650038e-14	1.9690409786046904e-15	True	2.0507348262925368e-14	8.624457760444239e-16	True	9.343107818395953e-14	1.8174006635255466e-15	True
